CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32,CH33,CH34,CH35,CH36,CH37,CH38,CH39,CH40,CH41,CH42,CH43,CH44,CH45,CH46,CH47,CH48,CH49,CH50,CH51,CH52,CH53,CH54,CH55,CH56,CH57,CH58,CH59,CH60,CH61,CH62,CH63,CH64,Humidity,Temp
148467840,4096410.2,6558.6,6557.2,6559.2,5551.4,5545.7,5550.9,12663.3,12660.7,12662.8,5932.1,5930.9,5935.2,407,408,9083.8,8690.9,5038.4,5040.5,5039,55633.6,55637.6,55634.7,7502.5,7501.9,7501.5,4561.8,4560.1,4567.7,1901.3,1894.1,1920.2,861.6,2236.6,2231.6,2232.3,1200.4,1199.3,1201,3272.8,3269.6,3270.3,6367.3,6367.3,6370.1,3618.2,3615.7,177.1,167,8100.3,8108.6,8111.6,3234.6,3237,3238.6,4053.3,4053.6,4054.8,14913.4,14920,14905.5,167,167,34.220001,27.82
140548608,4370322,6559.1,6558,6560.1,5548,5546.1,5550.6,12661.8,12662.5,12665.2,5932.4,5931.3,5935.8,407,408,9084.4,8690.5,5038.5,5040.5,5039.3,55639.2,55637.9,55649.7,7503,7501.5,7501.5,4561.9,4559.8,4567.4,1901.6,1894.1,1920.2,861.6,2236.7,2231.7,2232.4,1200.4,1199.4,1201.1,3272.6,3269,3270.1,6367.7,6366.8,6369.9,3615.7,3613.8,177.1,167,8095.8,8099.4,8098.2,3235.8,3237.1,3239,4055,4054.7,4055.4,14910.4,14908.4,14910.7,167,167,34.25,27.799999
132494512,4229761,6559.4,6558.3,6560.5,5551.4,5551,5552.7,12663.6,12662,12663.1,5932.2,5930.8,5935.1,407,408,9084.2,8691.1,5038.8,5040.4,5038.9,55628.8,55630.3,55632.5,7501.5,7499.9,7501.1,4562.3,4560.6,4567.8,1901.3,1894.1,1920.1,861.6,2236.9,2231.6,2232.6,1200.4,1199.3,1200.9,3272.6,3269.3,3270.1,6366.5,6365.7,6369.4,3615.8,3613.7,177.1,167,8105.2,8105.7,8103.2,3235.8,3237.5,3238.9,4053.5,4054.5,4056,14935.9,14925.1,14911.9,167,167,34.27,27.82
162489792,4238926,6560.3,6559,6560.8,5550.4,5549,5555.2,12659.6,12660.2,12661,5932.5,5931.4,5936.1,407,408,9084,8690.8,5038.5,5041,5038.9,55642.2,55653,55651.1,7501,7501.1,7501.4,4560.8,4559.5,4567.2,1901.4,1894.1,1920.2,861.6,2236.7,2231.6,2232.3,1200.3,1199.3,1201,3272.8,3269.4,3270.3,6367.4,6366.4,6370.5,3616.3,3613.7,177.1,167,8099.4,8104.5,8110.7,3234.9,3236.7,3238.9,4054.1,4054.2,4057,14937.8,14926.4,14928.3,167,167,34.18,27.82
109175680,4282778.5,6560.8,6559.2,6561.6,5550.1,5549.6,5553.9,12661.4,12659.9,12659.8,5932.4,5931.5,5935.3,406.9,408.1,9084,8690.2,5038.6,5040.5,5039.1,55639.4,55643.3,55648.1,7502.5,7500.5,7501.1,4561.6,4559.3,4566.7,1901.3,1894.2,1920,861.7,2236.9,2231.8,2232.7,1200.3,1199.3,1201,3272.8,3269.1,3269.9,6366.6,6366,6369.5,3616.5,3614.1,177.1,167,8104.5,8099.4,8103.3,3237.1,3237.3,3239.4,4053.5,4053.1,4054.9,14927.3,14928.9,14919,167,167,34.209999,27.799999
178071008,4357528,6561.6,6559.9,6562.1,5552.8,5551.2,5553.7,12663.1,12663.1,12663.6,5932.6,5931.4,5935.2,407,408.1,9084.4,8690.9,5038.4,5041,5039.1,55620.9,55626.8,55633.8,7504.1,7501.8,7501,4560.9,4558.7,4566.4,1901.3,1894,1920.2,861.6,2237,2231.8,2232.4,1200.4,1199.3,1201,3272.8,3269,3270,6367.1,6367.1,6369.4,3616.6,3614.6,177.1,167,8102.4,8104.9,8103,3235.2,3237,3239,4053.8,4054.6,4055,14927.8,14914.3,14919.4,167,167,34.169998,27.82
92851312,4132935.2,6562,6560.5,6562.8,5551.2,5554.4,5557.3,12659.9,12658.8,12662.1,5932.6,5931.8,5935.4,407,408,9084.5,8691.4,5037.7,5040,5038.5,55627.8,55642.4,55649.7,7503.4,7502.1,7501.5,4561,4559.2,4567,1901.3,1894.1,1920.1,861.6,2237.1,2231.7,2232.5,1200.3,1199.3,1201,3272.5,3268.7,3269.4,6366.9,6366.4,6369.3,3616.9,3614.4,177.1,167,8106.2,8108.1,8112.5,3236.2,3237.2,3239.5,4056,4056.1,4059.3,14915.6,14928.2,14935.5,167,167,34.150002,27.82
180767392,4284692,6562.4,6560.3,6562.2,5550.9,5549.3,5555.8,12662.8,12662.3,12662.3,5933,5932,5935.9,406.9,408.1,9084.8,8690.9,5038.3,5040.5,5038.9,55647.8,55638.9,55641.5,7503.7,7501.3,7499.7,4561.9,4559.8,4567.1,1901.4,1894.1,1920.3,861.6,2236.9,2231.7,2232.5,1200.3,1199.3,1201,3272.7,3269.4,3270.1,6366.1,6364.2,6368,3617.7,3615.6,177.1,167,8105,8109,8114,3235.5,3237.1,3238.1,4054.3,4054.4,4055.6,14919.8,14922.9,14912.3,167,167,34.18,27.82
115354616,4261438,6562.1,6561.7,6563.7,5551.5,5551.7,5554.6,12661.9,12661,12660.6,5933.1,5932.1,5936.1,407,408.1,9083.6,8690.8,5038.2,5040.9,5039.5,55632.2,55644.4,55650.8,7503.4,7502.1,7501.7,4562.3,4560.2,4567.8,1901.4,1894.2,1920,861.5,2236.7,2231.6,2232.3,1200.3,1199.2,1201,3272.6,3269,3269.9,6365.1,6364.2,6367.8,3615.4,3614.2,177.1,167,8104.5,8109.6,8113.5,3237.9,3238.2,3240.5,4054,4054.5,4056.4,14914.1,14913.9,14912.7,167,167,34.169998,27.799999
136006352,4356067.5,6562.7,6561.3,6563.2,5555.1,5553.1,5555,12662.2,12660.6,12663,5932.5,5931.5,5935.7,406.9,408,9085.1,8691.7,5038.5,5040.7,5038.7,55643.3,55634.6,55643.3,7501.5,7501.5,7501,4561.5,4560.3,4567.2,1901.4,1894.1,1920.1,861.5,2236.7,2231.6,2232.5,1200.1,1199.2,1200.9,3272,3268.9,3269.4,6364.4,6363.4,6366.8,3617.2,3615,177.1,167,8106,8105.4,8107.9,3236.5,3237.4,3239,4053.2,4053,4056.1,14925.7,14908.5,14915.2,167,167,34.150002,27.82
