start;57805.8;57852.2;12414.0;12379.8;12350.3;34741.6;34604.6;34503.9;6857.9;6858.2;6858.1;12635.8;12623.7;12617.2;34712.1;34725.0;20220.2;20223.9;3907.4;3909.1;3911.1;1430.3;1429.0;1428.5;5432.1;5430.2;5430.3;4506.9;4512.0;4509.4;12346.6;12347.9;18931.3;18944.3;23981.5;23984.6;23990.2;3625.5;3623.9;3621.8;21930.2;21913.5;21895.5;5913.5;5912.1;5905.8;13787.4;13785.8;9020.2;8983.0;3493.8;3467.0;3446.6;5600.5;5574.5;5560.4;4733.0;4747.4;4758.8;3660.8;3637.0;3617.3;23532.3;23526.2;32.130001;57.060001
start;58736.6;58730.8;12568.2;12534.2;12506.1;35819.4;35737.5;35638.5;6940.8;6941.4;6942.4;12850.6;12836.7;12827.8;35056.4;35061.3;20283.0;20286.0;3927.8;3930.0;3931.1;1437.0;1435.8;1435.6;5506.1;5505.8;5506.6;4560.1;4562.0;4557.3;12400.7;12402.1;19294.5;19302.8;25083.6;25104.6;25117.9;3712.2;3708.8;3704.2;22506.9;22497.5;22481.1;6009.4;6010.2;6005.8;13996.9;13993.0;9165.4;9126.9;3556.1;3532.6;3512.6;5750.4;5725.5;5709.8;4822.4;4835.6;4847.4;3701.8;3680.9;3664.0;24103.7;24127.1;32.160000;57.419998
start;59608.1;59630.2;12809.1;12768.5;12733.8;36373.5;36245.4;36138.1;7034.7;7035.1;7034.8;13003.8;12992.4;12988.4;35411.6;35407.0;20332.2;20329.5;3951.3;3953.1;3953.5;1432.8;1431.7;1431.4;5572.8;5573.5;5573.5;4613.7;4618.3;4615.7;12450.7;12451.4;19540.8;19549.2;25994.9;26014.5;26033.1;3719.1;3719.0;3719.1;23223.6;23177.4;23137.6;6113.9;6112.5;6108.5;14149.5;14145.3;9281.7;9242.2;3609.2;3586.4;3566.5;5875.9;5851.0;5834.7;4894.4;4904.2;4914.7;3727.4;3712.8;3699.8;24553.8;24570.7;32.180000;57.220001
start;60177.7;60233.5;12942.3;12908.8;12881.4;36962.6;36779.5;36631.7;7108.5;7109.3;7110.6;13110.4;13088.6;13071.8;35673.2;35681.2;20391.8;20394.1;3961.3;3963.5;3965.0;1438.5;1437.9;1437.7;5619.1;5621.4;5628.0;4647.7;4652.5;4645.9;12492.9;12495.1;19832.9;19828.7;26890.5;26921.7;26941.0;3791.5;3790.1;3789.2;23486.3;23429.4;23366.9;6155.1;6143.8;6126.3;14330.6;14329.2;9452.9;9407.8;3685.3;3654.2;3630.7;6057.3;6025.8;6006.1;5071.9;5081.1;5088.3;3838.0;3816.9;3796.9;25164.5;25188.1;32.209999;56.779999
start;61302.4;61331.8;13199.2;13157.5;13122.7;37457.2;37332.7;37229.1;7210.4;7211.4;7213.6;13287.0;13261.4;13242.3;36061.5;36073.2;20418.9;20409.2;3976.9;3978.7;3980.2;1465.2;1464.4;1464.4;5755.8;5756.9;5758.9;4690.3;4695.4;4690.6;12551.8;12554.6;20309.6;20324.3;28281.8;28302.2;28335.4;3918.0;3911.9;3905.3;23936.1;23923.1;23909.2;6255.4;6251.4;6241.3;14594.3;14589.8;9575.8;9533.3;3745.0;3710.8;3687.1;6204.2;6168.5;6147.7;5195.3;5202.6;5208.1;3909.8;3884.7;3862.1;25674.8;25662.0;32.230000;56.959999
start;62023.6;62024.7;13308.6;13277.3;13249.3;37965.1;37849.3;37755.0;7280.8;7280.0;7279.7;13507.5;13503.2;13500.3;36317.3;36310.6;20506.3;20507.8;4036.0;4038.1;4040.6;1455.0;1452.6;1451.2;5852.5;5851.4;5846.7;4776.6;4779.3;4772.6;12606.6;12610.4;20605.9;20605.4;29554.3;29576.8;29598.1;3863.5;3862.1;3861.0;25084.4;25060.3;25028.6;6430.3;6429.8;6424.2;14743.2;14741.4;9657.9;9612.6;3787.4;3756.3;3731.8;6301.4;6266.8;6244.4;5226.5;5225.5;5222.5;3863.4;3842.6;3821.6;25935.8;25950.4;32.250000;56.779999
start;62248.0;62239.7;13214.9;13206.3;13198.6;40502.8;40355.9;40202.6;7292.5;7291.1;7291.0;13772.4;13762.3;13758.0;36388.3;36379.5;20547.9;20549.2;4043.9;4045.0;4045.9;1446.1;1445.3;1444.9;5852.1;5852.3;5851.8;4799.4;4802.9;4800.4;12639.6;12642.5;20811.4;20809.7;30421.4;30435.7;30463.4;3898.6;3897.7;3896.6;25624.2;25586.6;25546.2;6514.9;6513.7;6507.7;14847.6;14846.2;9710.0;9665.9;3817.9;3788.8;3765.0;6375.1;6341.8;6319.1;5265.5;5266.2;5268.5;3898.6;3884.8;3867.7;26205.1;26219.9;32.270000;56.099998
start;62390.2;62413.7;13278.1;13260.9;13247.4;38721.6;38440.4;38204.0;7347.0;7349.2;7350.6;13620.5;13591.4;13569.9;36538.5;36556.8;20546.3;20538.2;4043.3;4045.1;4046.4;1474.3;1473.2;1473.1;5935.9;5937.3;5940.0;4815.2;4816.3;4813.9;12688.0;12686.1;21162.6;21168.0;31503.7;31549.5;31590.5;4016.0;3989.2;3982.0;25624.9;25611.7;25593.7;6555.3;6560.9;6561.7;15028.6;15024.7;9811.5;9764.7;3866.0;3832.5;3808.0;6492.9;6456.1;6433.9;5396.0;5402.7;5408.2;4031.4;3992.8;3975.6;26591.0;26603.4;32.279999;55.340000
start;62947.0;62985.7;13473.2;13444.4;13418.9;38247.8;38004.7;37806.4;7411.7;7412.3;7413.5;13696.2;13676.8;13662.5;36755.0;36754.7;20593.8;20597.1;4065.0;4065.7;4066.0;1471.6;1471.3;1471.5;6005.4;6005.3;6006.8;4853.9;4856.5;4853.5;12729.1;12733.2;21471.0;21453.9;32563.2;32606.3;32643.2;4127.3;4117.2;4104.5;25808.7;25729.3;25644.5;6563.4;6546.8;6519.8;15236.7;15233.1;9935.6;9888.9;3924.7;3888.8;3862.4;6630.2;6591.3;6565.7;5514.2;5523.2;5531.2;4112.3;4074.5;4047.4;27052.5;27066.4;32.279999;56.180000
start;63871.9;63919.1;13872.3;13815.8;13769.1;37998.2;37760.4;37579.9;7520.8;7521.5;7523.0;13741.9;13713.9;13690.4;37106.5;37109.3;20643.3;20638.2;4090.1;4092.5;4094.1;1504.6;1503.3;1502.6;6142.2;6140.5;6140.1;4914.3;4914.4;4910.0;12781.7;12782.7;21907.3;21926.8;34175.4;34178.7;34198.8;4197.2;4185.8;4173.0;26415.6;26332.9;26240.1;6680.5;6666.7;6641.7;15499.5;15495.2;10095.7;10044.6;3990.5;3953.2;3925.6;6779.2;6738.0;6713.1;5642.8;5651.1;5657.1;4192.5;4149.6;4117.8;27575.5;27591.4;32.310001;56.810001
